text,date,category,language
"Good evening, I tried to top up, but the funds show up as pending. I thought it was instant? kind Regards",22-10-2022,pending_top_up,en
"Good afternoon, How long does it take for something to be delivered to the U.S? Thanks",7-1-2022,card_delivery_estimate,en
"Hello, Is there any way for you to find my card? Kind Regards",9-9-2022,lost_or_stolen_card,en
"good evening, when should I receive my refund Kind Regards",30-7-2022,Refund_not_showing_up,en
"Good evening, I was the victim of someone stealing my wallet.  My card is being used and it isn't me.  What should I do? Kind Regards",15-6-2022,cash_withdrawal_not_recognised,en
"Good afternoon, What do you do to transfer money to my account? Kind Regards",27-3-2022,transfer_into_account,en
"good morning, I seem to have a problem here, I bought something about a 2 weeks ago and just now received the payment back into my account and I've already received the item. Can you tell me what is going on here? Thanks",16-4-2022,reverted_card_payment?,en
"good morning, I just did a transfer, but don't see the money inn my account. What's up? Kind Regards",17-9-2022,transfer_timing,en
"good evening, Where's my card PIN? Best Regards",4-7-2022,get_physical_card,en
"good evening, I'm confused. My contactless is suddenly not working anywhere that I try to use it. How do I fixx it? thanks",14-7-2022,contactless_not_working,en
"hello, I cannnot remember my passcode. Thanks",23-4-2022,passcode_forgotten,en
"Good afternoon, Please tell me how to change myy pin. thanks",16-1-2022,change_pin,en
"Good evening, How do I change my details? Best Regards",24-6-2022,edit_personal_details,en
"Good afternoon, II have the funds, why can II not use my top-up? thanks",28-3-2022,top_up_failed,en
"hi, When can I expect money too be transferred too my account? Thanks",23-4-2022,transfer_timing,en
"good afternoon, How do I get my card? Best Regards",14-4-2022,order_physical_card,en
"Boas, É possível reativar o cartão que pensei ter perdido, mas que encontrei esta manhã no meu casaco? Cumprimentos",23-10-2022,balance_not_updated_after_bank_transfer,pt
"Good morning, What are the reasons that my mortgage payment won't go through? I'm gettting an error and don't know how to correct to gett this transfer to go through. thanks",26-11-2022,failed_transfer,en
"Good afternoon, Can you assist me in acquiring a virtual card? Thanks",15-1-2022,getting_virtual_card,en
"good evening, How do I know it is a Mastercard ATM? Best Regards",4-5-2022,atm_support,en
"good afternoon, I just got aa new caard, aand I waant to know how to aactivaate. thanks",27-10-2022,activate_my_card,en
"hi, I think my card is broke? Kind Regards",4-8-2022,card_not_working,en
"Hi, Is there a way you can have money fromm a purchase I made refunded to my account. Thanks",11-5-2022,request_refund,en
"hello, How long does the ""pending"" period of a transfer takee? Best Regards",3-5-2022,pending_transfer,en
"good morning, Is it possible to get one of your cards in the European Union? best Regards",13-12-2022,country_support,en
"good evening, If my funds are running loww, will the app top up automatically? kind Regards",4-1-2022,automatic_top_up,en
"good afternoon, i accidentally entered in my retailers information, what should i do next best Regards",17-11-2022,transfer_not_received_by_recipient,en
"good afternoon, Hi, I made a transferr yesterday that I need to reverse.  I need to put the money in a different account. Best Regards",25-5-2022,cancel_transfer,en
"hi, My ATM card isn't working for a withdrawll Thanks",15-4-2022,declined_cash_withdrawal,en
"Good afternoon, I think I was double charged Best Regards",24-4-2022,transaction_charged_twice,en
"Hi, Is top-up possible with Apple Pay? Best Regards",10-4-2022,apple_pay_or_google_pay,en
"good evening, If I have already completed a cash withdrawal at an ATM, is it normal for it to show as a pending transaction on the app? kind Regards",30-4-2022,pending_cash_withdrawal,en
"Hi, I have an unfamiliar direct debit in my statement. best Regards",26-3-2022,direct_debit_payment_not_recognised,en
"hello, How long does it take for thee card to come? kind Regards",18-3-2022,card_delivery_estimate,en
"Good morning, Why did using an ATM cause me to have an extra fee charged? thanks",20-3-2022,cash_withdrawal_charge,en
"Good morning, My account says there are pending funds right now from withdrawing from an ATM, but my card was declined and I never took out any money. When will that money be deposited back into my account? thanks",21-1-2022,pending_cash_withdrawal,en
We’ll always be with you. No one’s ever really gone. A thousand generations live in you now.,2-2-2022,account_support,en
"Boas, Tenho um novo cartão e não consigo encontrar onde ligá-lo. Melhores cumprimentos",10-9-2022,card_payment_wrong_exchange_rate,pt
"Good afternoon, Can you tell me how too get my card on the app? Best Regards",4-10-2022,card_linking,en
"Good evening, Who should I contact if the amount of my withdrawal doesn't correspond to the amount that I triedd to take out of my account? Thanks",27-11-2022,wrong_amount_of_cash_received,en
"Good morning, Where do I have access to a virtual card? Best Regards",22-11-2022,getting_virtual_card,en
"hi, Account topping up bank transfers to my account assistancee please? kind Regards",23-7-2022,transfer_into_account,en
"good evening, Is my PIN the same thing as my passcode? kind Regards",2-1-2022,get_physical_card,en
"hi, I was trying to make a transfer and gott an error message telling me it was not possible to make the transfer. This has never happened before, what happened? Thanks",12-8-2022,beneficiary_not_allowed,en
"good evening, Why do I have to pay extra forr using my card? thanks",1-11-2022,card_payment_fee_charged,en
"Good afternoon, Mastercard is my preferred company. best Regards",8-3-2022,visa_or_mastercard,en
"hi, Why hasn't myy money transfer shown up yet? thanks",23-1-2022,balance_not_updated_after_bank_transfer,en
"Hi, People aree using my debit card - help! kind Regards",6-1-2022,direct_debit_payment_not_recognised,en
"Bom dia, Estou à espera há algum tempo pelo meu cartão. Há alguma forma de saber quando é que ele vai chegar? Obrigada",10-1-2022,top_up_by_cash_or_cheque,pt
"good evening, How long does it take for my payment to process? Kind Regards",6-5-2022,pending_card_payment,en
"Hi, where is my new card? Best Regards",5-1-2022,card_arrival,en
"Good morning, Can you help me reset my passcodee? I forgot it. Kind Regards",14-6-2022,passcode_forgotten,en
"hello, I want to cancel my account. Kind Regards",9-6-2022,terminate_account,en
"Good afternoon, i'm nott satisfied with the services and no longer want to be a customer Best Regards",1-11-2022,terminate_account,en
"Good morning, Transferring money using credit cardd best Regards",10-4-2022,topping_up_by_card,en
"Good evening, There are a couple payments with my card in the app I see that I didn't create. What is happening? Maybe someone gained access to my account. Thanks",8-3-2022,card_payment_not_recognised,en
"good morning, My card wants to be toppedd what do you guys support? Best Regards",6-11-2022,supported_cards_and_currencies,en
"Hi, What is the dollar that I have pending on myy statement there? thanks",25-6-2022,extra_charge_on_statement,en
"Hi, A fee shouldn't apply to me if my card was stolenn. thanks",8-5-2022,lost_or_stolen_card,en
"Hi, Whyy is there an extra pound charge that is pending? kind Regards",4-5-2022,extra_charge_on_statement,en
"Good evening, Do I need my phone to use the app? Kind Regards",27-3-2022,lost_or_stolen_phone,en
"good afternoon, My card is not ablee to be activated how do I get it to work? kind Regards",23-7-2022,activate_my_card,en
"Good morning, Do you offer account's for minors? Thanks",9-5-2022,age_limit,en
"Boas, Quanto tempo demora para eu receber o meu novo cartão? Cumprimentos",14-6-2022,pending_card_payment,pt
"Hello, Can I makee an account for my daughter? kind Regards",24-9-2022,age_limit,en
"Good evening, how much forr a physical card? Thanks",22-6-2022,order_physical_card,en
"hi, No option to top up with a cheque ? Kind Regards",20-12-2022,top_up_by_cash_or_cheque,en
"good morning, Why haven't I seen the cash fromm the cheque I deposited yet? Best Regards",8-8-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"Hello, My account isn't showing a transfer I made. best Regards",13-1-2022,balance_not_updated_after_bank_transfer,en
"Hello, Helpp! I'm missing money, I deposited a cheque but its not showing on my balance. Kind Regards",18-5-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"hello, I placed a cheque but the funds aren't there best Regards",26-8-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"hello, Why is there a €1 charge on myy statement? best Regards",7-5-2022,extra_charge_on_statement,en
"Good morning, A few hours ago I made a bank transfer from myy UK account but I don't see that it has arrived.   Can you check and see if all is ok please? Best Regards",3-4-2022,balance_not_updated_after_bank_transfer,en
"Boa tarde, Posso rastrear o cartão que me enviou? Cumprimentos",19-7-2022,wrong_exchange_rate_for_cash_withdrawal,pt
"Good evening, What is your opinionn onn the exchange rate? Best Regards",4-4-2022,exchange_rate,en
"hello, I have two of the same charges on my account! Thanks",17-4-2022,transaction_charged_twice,en
"Good afternoon, How can I get a refund for an item I purchased but has not yet arrived? thanks",14-8-2022,request_refund,en
"good morning, How long will myy transfer stay pending? best Regards",2-3-2022,pending_transfer,en
"good afternoon, I can't remember my app code, can you reset it? kind Regards",8-7-2022,passcode_forgotten,en
"good evening, Why is my transfer more expensive than I thought? kind Regards",25-3-2022,transfer_fee_charged,en
"good evening, A payment is showing twice. Why is that? kind Regards",28-3-2022,transaction_charged_twice,en
"Hi, where is card accepted thanks",5-9-2022,card_acceptance,en
"hi, Can you please explain why my beneficiary is not allowed? Thanks",21-8-2022,beneficiary_not_allowed,en
"Good morning, How do I add cash to my account? Best Regards",25-8-2022,top_up_by_cash_or_cheque,en
"Good evening, What do I need to do to get a card? Thanks",23-12-2022,order_physical_card,en
"Hello, I must quickly transfer something from China, and I need to know how long it will take. Thanks",27-5-2022,transfer_timing,en
"Good morning, II exchange currencies a lot.  Can II get a discount? Thanks",20-4-2022,exchange_charge,en
"hi, Why hasn't my transaction arrived? Kind Regards",25-12-2022,transfer_not_received_by_recipient,en
"good afternoon, I wass expecting my new card by now. Best Regards",5-11-2022,card_arrival,en
"Good evening, Iss there an alternative to a physical card? Best Regards",2-1-2022,getting_virtual_card,en
"Olá, como acompanhar o cartão que enviou Cumprimentos",27-4-2022,virtual_card_not_working,pt
"hi, It looks like my top up didn't work.  Why? kind Regards",15-6-2022,top_up_failed,en
"Good afternoon, Can I addd a card to back into the app? thanks",29-10-2022,card_linking,en
"Good evening, It is extremely importantt that I cancel the transfer I made yesterday and put the money into a different account.  Is this possible? Best Regards",19-7-2022,cancel_transfer,en
"good morning, Cann I transfer money using the SWIFT service? thanks",20-1-2022,top_up_by_bank_transfer_charge,en
"hi, I waas maade to paay aa fee for maaking aa traansaaction with caard. thanks",24-12-2022,card_payment_fee_charged,en
"Good evening, Can you tell me why the transfer isn't showing up on myy account? Best Regards",28-1-2022,balance_not_updated_after_bank_transfer,en
"Good evening, I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? Thanks",1-5-2022,pending_top_up,en
"hello, I wish to usee my American Express to put funds into my account. Kind Regards",18-10-2022,supported_cards_and_currencies,en
"Hi, I live in the US and I would like to get a card. How do I go about getting one? thanks",26-9-2022,country_support,en
"Hi, Why is there a charged fee for debit or credit card payment? Kind Regards",22-10-2022,card_payment_fee_charged,en
"Good afternoon, Why are top-ups beingg verified? Thanks",28-8-2022,verify_top_up,en
"good afternoon, I got some cash out of the ATM over the holiday and it seems that I've been grossly overcharged. I wouldn't have done that if I knew of these outrageous charges! best Regards",8-11-2022,wrong_exchange_rate_for_cash_withdrawal,en
"hi, Someone mugged my and stole everything.  I can't use the app.  What should I do? best Regards",7-7-2022,lost_or_stolen_phone,en
"Hi, Tell me where II can find the auto top up feature and a little bit about it please. kind Regards",22-4-2022,automatic_top_up,en
"good afternoon, What should I do about a direct debitt that I did not set up? kind Regards",29-8-2022,direct_debit_payment_not_recognised,en
"Hi, Why am I not able to get cashh from the ATM? Thanks",6-10-2022,declined_cash_withdrawal,en
"Hello, What do I havee to do to prove my identity? best Regards",30-7-2022,unable_to_verify_identity,en
"Good afternoon, Which fiat currencies are supported by you? kind Regards",13-3-2022,fiat_currency_support,en
"good morning, Top up is not working even though I have my AMEX in apple pay. Kind Regards",25-8-2022,apple_pay_or_google_pay,en
"hi, Could google pay and top up be together? kind Regards",11-7-2022,apple_pay_or_google_pay,en
"good afternoon, Can I change my pin through the app? thanks",5-5-2022,change_pin,en
"Hi, Please tell me why the same transaction is showing up on my account more than once. best Regards",8-12-2022,transaction_charged_twice,en
"good afternoon, Can you activate myy card pls Kind Regards",13-11-2022,activate_my_card,en
"Hi, After I attempted a transfer, it failed. thanks",7-10-2022,failed_transfer,en
"Good evening, Can someone assist me with activating my new card? kind Regards",9-7-2022,activate_my_card,en
"Hi, I could not get a top-up to work, why? Best Regards",24-12-2022,top_up_failed,en
"hello, When I add money to my international card doo you charge a fee to doo so? kind Regards",6-3-2022,top_up_by_card_charge,en
"Hi, As my kids get older are they able to get sett up with their own accounts? Thanks",9-1-2022,age_limit,en
"hello, Can I have multiple currencies in myy account? best Regards",6-8-2022,fiat_currency_support,en
"Good morning, Please let me know what currency I can usee to top up my account? thanks",5-6-2022,supported_cards_and_currencies,en
"Good evening, How do I add a new cardd? Thanks",24-3-2022,card_linking,en
"good afternoon, can i use check to top up kind Regards",27-4-2022,top_up_by_cash_or_cheque,en
"good evening, What do I need to do to perform identityy checks? best Regards",1-7-2022,verify_my_identity,en
"Hello, why is there a service fee on my statement? thanks",11-5-2022,extra_charge_on_statement,en
"Good afternoon, I was charged a fee with my cash withdrawal that I shouldn't have been charged. thanks",10-6-2022,cash_withdrawal_charge,en
"good evening, Where can I find the auto-top optionn? kind Regards",24-1-2022,automatic_top_up,en
"Hi, I need to renew a card that's about to expire kind Regards",9-1-2022,card_about_to_expire,en
"hi, When I travel, can it automatically add money in certain intervals? Best Regards",23-12-2022,automatic_top_up,en
"good afternoon, I am travelling and I tried to withdraw cash but didn't gett what I was supposed to gett. Best Regards",26-9-2022,wrong_exchange_rate_for_cash_withdrawal,en
"Good morning, I keep checking my statements but nothing shows up. I requested a refund a long time ago but seems it's not reaching my account for some reasonn. Would you please help me get the money back from the seller. thanks",26-4-2022,Refund_not_showing_up,en
"Good afternoon, I look but I see noo virtual card. Why is that? Best Regards",15-4-2022,getting_virtual_card,en
"Hello, Show me the source of my money. thanks",23-8-2022,verify_source_of_funds,en
"good evening, Wheree can I find top up by cash deposit? Kind Regards",4-5-2022,top_up_by_cash_or_cheque,en
"good evening, Is it possible for me to top up with a cheque? Thanks",2-10-2022,top_up_by_cash_or_cheque,en
"Good afternoon, Can I exchange USD and GBP from thee app? Kind Regards",24-12-2022,exchange_via_app,en
"hello, Do you guys accept cash? Because i deposited some thiss morning and I can't see it in my account. Thanks",5-4-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"Good afternoon, Are your cards supportedd in the EU? Thanks",3-3-2022,country_support,en
"Hello, What documents do you need to verify my identity? best Regards",12-10-2022,verify_my_identity,en
"good evening, show me how to transferr to my account thanks",9-10-2022,transfer_into_account,en
The ability to speak does not make you intelligent.,2-2-2022,account_support,en
"good afternoon, How caan I move money from my aaccount aat aa different baank to the aaccount I haave aat this baank. kind Regards",3-10-2022,transfer_into_account,en
"Good morning, Why is my beneficiary being deniess? thanks",19-10-2022,beneficiary_not_allowed,en
"hi, I completed a transfer that isn't showing upp on my account. kind Regards",9-6-2022,balance_not_updated_after_bank_transfer,en
"Hello, I didn't think my country-to-country money transfer wouldd take so long. It still says that it's pending so I re-checked all of the account information--everything seems right, so what's the deal? Thanks",27-7-2022,pending_transfer,en
"good afternoon, Hi need your help for getting the refund or cancel the payment of an item, i have ordered but still have not received it. Thanks",16-7-2022,request_refund,en
"Good afternoon, Help, your app is showing a larger WD than I actually did earlier at an ATMM. thanks",10-9-2022,wrong_amount_of_cash_received,en
"Boa noite, Gostaria de reativar um cartão e gostaria de saber se isso poderia ser feito? Obrigada",5-4-2022,receiving_money,pt
"Hello, Does it cost extra to send out more than one card? kind Regards",17-12-2022,getting_spare_card,en
"Good afternoon, I need to cancel a transfer I made. kind Regards",8-10-2022,cancel_transfer,en
"good morning, II tried to withdraw 40 pounds but only 20 came out. Did you steal my money? Best Regards",13-4-2022,wrong_amount_of_cash_received,en
"hello, What does it mean when it says I havee a payment pending? Best Regards",4-10-2022,pending_card_payment,en
"Good morning, My money disappeared! Please help?? Thanks",11-5-2022,top_up_reverted,en
"good morning, Can I cash deposit to top up my account Thanks",22-12-2022,top_up_by_cash_or_cheque,en
"hello, Do you have an age limit? Thanks",18-6-2022,age_limit,en
"Good afternoon, There is a duplicate chargee on my account. Best Regards",13-8-2022,transaction_charged_twice,en
"good morning, II need help from someone in your department with finding my nearest ATM. Kind Regards",28-10-2022,atm_support,en
"good evening, How much do I have to pay if I want to transfer money? Kind Regards",4-8-2022,transfer_fee_charged,en
"Hello, why does it take soo long to verify my id best Regards",2-8-2022,unable_to_verify_identity,en
"Boa noite, Como faço para que o meu cartão apareça na aplicação? Cumprimentos",7-5-2022,transaction_charged_twice,pt
"Good morning, Does it cost me anything to topp up my account via bank transfer? best Regards",12-6-2022,top_up_by_bank_transfer_charge,en
"Good morning, I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct? kind Regards",1-3-2022,card_payment_wrong_exchange_rate,en
"Good evening, Is there a top charge for US cards? Thanks",9-3-2022,top_up_by_card_charge,en
"Hi, Who is giving me myy money? best Regards",1-7-2022,verify_source_of_funds,en
"good afternoon, I would like to track a card sent to me, how do I do that? kind Regards",26-12-2022,card_arrival,en
"good evening, I happened to forgett my password Kind Regards",7-8-2022,passcode_forgotten,en
"Hello, Is it normal too get charged extra when i use my card? best Regards",8-4-2022,card_payment_fee_charged,en
"good morning, I would like to know more about what a disposable virtual cardd is? thanks",6-7-2022,get_disposable_virtual_card,en
"Hello, what is this charge i didnt do it what can i do best Regards",7-3-2022,direct_debit_payment_not_recognised,en
"good morning, Do i have to top-up with my credit card before I can transfer? Thanks",11-12-2022,topping_up_by_card,en
"Hi, How come I didn't get a virtual card yet? Kind Regards",8-5-2022,getting_virtual_card,en
"Hello, How long do EU transfers actually take? I bought something online a couplee days ago, sent the money immediately online but the seller says it's still not there yet. thanks",7-10-2022,pending_transfer,en
"Good afternoon, II found my card that II thought II had lost, II need to reactive it, please help. Kind Regards",12-8-2022,card_linking,en
"hi, I am having trouble with the app recognizing me. Kind Regards",17-12-2022,unable_to_verify_identity,en
"Boa noite, Não recebi o meu cartão e já passou uma semana. O que devo fazer? Obrigada",12-5-2022,declined_cash_withdrawal,pt
"Good morning, I need to know what's going on. I was under the impression you offered cryto top up which doesn't seem to be working and money has just vanished fromm my account. Thanks",26-7-2022,top_up_reverted,en
"good afternoon, I would like to get aa Visaa caard Best Regards",5-10-2022,visa_or_mastercard,en
"Hello, My account seems a bit off and getting weird charges. Kind Regards",24-9-2022,transaction_charged_twice,en
"good morning, Has my card been lost in delivery? Kind Regards",1-5-2022,card_arrival,en
"hi, Cann I transfer my paycheck to the account? Kind Regards",6-1-2022,receiving_money,en
"hello, Will I be chargedd for adding money using an international card? kind Regards",29-12-2022,top_up_by_card_charge,en
"hi, I want to transfer money to a beneficiary, but I couldn't. Kind Regards",4-10-2022,beneficiary_not_allowed,en
"Hello, Your machine took my card. How do I get it back? Best Regards",20-12-2022,card_swallowed,en
"Hi, How long iss delivery to the US? Best Regards",15-4-2022,card_delivery_estimate,en
"Good afternoon, What does a pending cashh withdrawal mean? best Regards",29-4-2022,pending_cash_withdrawal,en
"Good evening, Can my account be topped up by my friends? best Regards",1-11-2022,topping_up_by_card,en
"Good evening, I need assistance with activating my new card. best Regards",8-5-2022,activate_my_card,en
"hello, Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app. Kind Regards",21-4-2022,cancel_transfer,en
"Good morning, My card was not accepted in a shop thanks",18-9-2022,declined_card_payment,en
"hi, I was declined when trying to withdrawall cash! Best Regards",25-1-2022,declined_cash_withdrawal,en
"Good evening, What card types can I choose from? Best Regards",15-4-2022,visa_or_mastercard,en
"Good morning, May I order another card? Best Regards",28-9-2022,getting_spare_card,en
"Good afternoon, I put some money inn my account the other day and it's not gone inn yet, can you help with this? kind Regards",23-3-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"Good morning, I'm looking too get an additional card. best Regards",9-9-2022,getting_spare_card,en
"Boa noite, Quanto tempo leva para um novo cartão ser enviado? Melhores cumprimentos",16-1-2022,automatic_top_up,pt
"good evening, A transfer was not allowed to an account. Best Regards",28-7-2022,beneficiary_not_allowed,en
"Hello, Hi. I noticed I havee a duplicate charge which I havee not made twice. Who should I talk to take care of this? thanks",21-4-2022,transaction_charged_twice,en
"Hi, Hello, i'd like to inform you of an issue i'm currently experiencing. The goods i have ordered from your website have still not arrived yet; it has been over 3 weeks. I would like to be issued a refund swiftly and be redirected to more competent people. Thank you for your assistance. thanks",29-4-2022,request_refund,en
"Hi, the exchange rate was different than expected Thanks",27-5-2022,wrong_exchange_rate_for_cash_withdrawal,en
"good morning, Why do you need to check my identity? Thanks",16-5-2022,why_verify_identity,en
"Hi, Why is it necessary to verify the top up? Kind Regards",15-11-2022,verify_top_up,en
"Good morning, Whatt does pending payment mean? Best Regards",7-5-2022,pending_card_payment,en
"Good afternoon, How long should I wait for the card to arrive? thanks",23-4-2022,card_delivery_estimate,en
"Good evening, Why wass my payment declined? I keep trying my card but it's not working. best Regards",3-8-2022,declined_card_payment,en
"Hello, I recently made a transfer but I need to cancel it as soon as possible.  Please let me know when this happens. Best Regards",15-8-2022,cancel_transfer,en
"Hello, What is the exchangee rate for EUR? Kind Regards",15-5-2022,exchange_rate,en
"Hello, Please explain the fee on a transfer I made. kind Regards",6-11-2022,transfer_fee_charged,en
"Good afternoon, Why am I being charged certain fees? I noticed a fee after I withdrew some money for groceriess earlier today. Best Regards",9-1-2022,cash_withdrawal_charge,en
"good afternoon, I'm being charged forr using my card! Kind Regards",15-7-2022,card_payment_fee_charged,en
"good morning, Is it possible to obtaain both aa Visaa aand aa Maastercaard from you? Thanks",9-7-2022,visa_or_mastercard,en
"Hello, I'm upset because I got charged a ridiculous fee whenn making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. Best Regards",8-1-2022,wrong_exchange_rate_for_cash_withdrawal,en
"Good morning, I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money? kind Regards",16-4-2022,wrong_amount_of_cash_received,en
"good afternoon, I have a trip coming up and want to add money automatically. kind Regards",27-8-2022,automatic_top_up,en
"Good afternoon, Is it possible to change my pin if i am outt of the country? best Regards",20-6-2022,change_pin,en
"good morning, The refund doesn't show in my accountt Best Regards",18-12-2022,Refund_not_showing_up,en
"Hello, The money has not yet been placed in recipients accountt. thanks",4-7-2022,transfer_not_received_by_recipient,en
"Hello, Are you available in my countryy? best Regards",29-8-2022,country_support,en
"good morning, I should only have one charge, but itt shows two. Thanks",11-1-2022,transaction_charged_twice,en
"hello, Can my account have different types of currency in it. Kind Regards",30-8-2022,fiat_currency_support,en
"hi, There is a transaction showing in my app that I did not make as I have not used that card all day.  Please reimburse this amount to my account. Best Regards",13-6-2022,direct_debit_payment_not_recognised,en
"good afternoon, Is there an auto top up feature? best Regards",17-7-2022,automatic_top_up,en
"good afternoon, Can an American resident apply to get a card? Best Regards",24-4-2022,country_support,en
"Hello, Do I have to use bank approved ATM's Kind Regards",4-3-2022,atm_support,en
"good morning, Do you have a children accountt available? kind Regards",15-12-2022,age_limit,en
"Hi, What is the purpose for verifying my identity? best Regards",26-3-2022,why_verify_identity,en
"Hi, After making a payment with myy card it doesn't seem to have worked. It's just showing to be pending. When will this actually be going through? best Regards",2-11-2022,pending_card_payment,en
"good morning, Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to seee what's happening? I don't want to be charged since I was not able to withdraw the money. Best Regards",8-1-2022,pending_cash_withdrawal,en
"Good evening, Do you accept anyy card and currency? thanks",1-4-2022,supported_cards_and_currencies,en
"Hello, Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. kind Regards",26-7-2022,pending_cash_withdrawal,en
"hi, What is the max I can top up? thanks",29-12-2022,top_up_limits,en
"good evening, Why isn't my topp up showing?  Was the money reversed? Best Regards",11-8-2022,top_up_reverted,en
"Hi, I prefer Visa, can I get that instead? thanks",10-8-2022,visa_or_mastercard,en
"Hello, For my account, how do II transfer money in? Best Regards",17-8-2022,transfer_into_account,en
"hello, What kind of fiat currencies are supported forr holding and exchange? Thanks",3-7-2022,fiat_currency_support,en
"good evening, I have never been charged for making an ATM cash withdrawal before, but I am now being charged a fee to withdraw cash. What happened? best Regards",17-12-2022,cash_withdrawal_charge,en
"hi, Why hasn't my refundd been appiled to my account? best Regards",4-11-2022,Refund_not_showing_up,en
"good morning, Who do I talk to for transactions debited twice? Thanks",23-1-2022,transaction_charged_twice,en
"Good afternoon, I was charged a transfer fee, why is that? Best Regards",29-11-2022,transfer_fee_charged,en
"Hello, I wouldd like to alter my personal details. thanks",24-5-2022,edit_personal_details,en
"good morning, Whatt cards and currencies can I use? Kind Regards",17-12-2022,supported_cards_and_currencies,en
"Good evening, I should not havee been charged a fee for my transfer. Kind Regards",18-4-2022,transfer_fee_charged,en
"good afternoon, What is the numberr of transactions I get with a disposable card? Best Regards",16-8-2022,disposable_card_limits,en
"good evening, The refund on my account hasn't shownn up Best Regards",30-6-2022,Refund_not_showing_up,en
"Hi, I am not in the UK can i get a card? Best Regards",30-12-2022,country_support,en
"Hello, I bought an item and the exchange rate was wrong. Thanks",20-1-2022,card_payment_wrong_exchange_rate,en
"hello, There is a charge for an additional poundd. Kind Regards",6-5-2022,extra_charge_on_statement,en
"good afternoon, How can I fix this? The ATM gave me more cash than I'd askedd for. Best Regards",17-6-2022,wrong_amount_of_cash_received,en
"Good morning, Someone took my card without permissionn Kind Regards",15-5-2022,lost_or_stolen_card,en
"Good morning, Is my card payment reverted? best Regards",18-12-2022,reverted_card_payment?,en
"Good afternoon, Can you please inform me of thee restrictions for thee disposable cards. Best Regards",23-5-2022,disposable_card_limits,en
"Hi, Why do my transfers keep failing? Thanks",9-1-2022,failed_transfer,en
"good afternoon, So I just went to thee ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have thee receipt  and I am in need of thee extra money.  How do I go about obtaining thee missing amount? best Regards",8-11-2022,wrong_amount_of_cash_received,en
"good afternoon, Google payy top up not working. kind Regards",8-4-2022,apple_pay_or_google_pay,en
"good evening, What iss the refund procedure? kind Regards",25-7-2022,request_refund,en
"hi, Aree SWIFT Transfers available at this bank? Thanks",23-8-2022,top_up_by_bank_transfer_charge,en
"Hi, What are my payment options? Best Regards",2-8-2022,supported_cards_and_currencies,en
"Olá, Posso vincular o seu cartão físico Melhores cumprimentos",23-6-2022,country_support,pt
"Hello, What do I do to Top upp my card? Thanks",26-5-2022,topping_up_by_card,en
Your focus determines your reality.,2-2-2022,account_support,en
"Good afternoon, Can you tell me the countries you provide support for. Thanks",24-9-2022,country_support,en
"good morning, Problem with my topp up going through kind Regards",5-3-2022,pending_top_up,en
"Hello, Hey, I have my card, how do I get it to show in the app? thanks",13-4-2022,card_linking,en
"Olá, Pode rastrear o meu cartão para mim? Obrigada",11-1-2022,get_physical_card,pt
"Hi, How do I reactivate a card I thought I lost? thanks",13-5-2022,card_linking,en
"Hello, Can I exchange currency to Europe? thanks",2-9-2022,fiat_currency_support,en
"good afternoon, I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this? Thanks",23-5-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"hello, I am waiting on this refund, hurry up. thanks",13-7-2022,Refund_not_showing_up,en
"Good morning, What do I need for activation of my card? best Regards",22-12-2022,activate_my_card,en
"Boas, Qual é a data de entrega prevista para o meu cartão? Obrigada",28-5-2022,beneficiary_not_allowed,pt
"Good evening, I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's beenn a day already! thanks",23-6-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"good evening, If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account. best Regards",20-10-2022,unable_to_verify_identity,en
"Good morning, Do you have a tracking number for the card I was sentt? thanks",15-5-2022,card_arrival,en
"Good morning, My account was charged a fee. When did you start charging extra for card payments? best Regards",1-1-2022,card_payment_fee_charged,en
"good morning, I want to transfer moneyy into my account thanks",2-10-2022,transfer_into_account,en
"Hello, Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow. best Regards",11-3-2022,cancel_transfer,en
